Nur Pyramiden:



[
    [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.9, 1],
    [0.1, 0.1, 0.0, 0.9, 0.1, 0.0, 0.9, 0.9, 0.0, 0.1, 0.9, 0.0, 0.5, 0.5, 0.8, 1],
    [0.2, 0.2, 0.0, 0.8, 0.2, 0.0, 0.8, 0.8, 0.0, 0.2, 0.8, 0.0, 0.5, 0.5, 0.7, 1],
    [0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6, 0.6, 0.0, 0.0, 0.6, 0.0, 0.3, 0.3, 0.6, 1],
    [0.4, 0.4, 0.0, 0.6, 0.4, 0.0, 0.6, 0.6, 0.0, 0.4, 0.6, 0.0, 0.5, 0.5, 0.5, 1],
    [0.1, 0.1, 0.0, 0.3, 0.1, 0.0, 0.3, 0.3, 0.0, 0.1, 0.3, 0.0, 0.2, 0.2, 0.9, 1],
    [0.7, 0.7, 0.0, 0.9, 0.7, 0.0, 0.9, 0.9, 0.0, 0.7, 0.9, 0.0, 0.8, 0.8, 0.8, 1],
    [0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.4, 0.0, 0.1, 0.2, 0.7, 1],
    [0.3, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.3, 0.0, 0.3, 0.3, 0.0, 0.4, 0.15, 0.6, 1],
    [0.0, 0.1, 0.0, 0.1, 0.0, 0.0, 0.1, 0.1, 0.0, 0.0, 0.2, 0.0, 0.05, 0.1, 0.8, 1],
    [0.2, 0.2, 0.0, 0.3, 0.2, 0.0, 0.3, 0.3, 0.0, 0.2, 0.3, 0.0, 0.25, 0.25, 0.75, 1],
    [0.4, 0.4, 0.0, 0.5, 0.4, 0.0, 0.5, 0.5, 0.0, 0.4, 0.5, 0.0, 0.45, 0.45, 0.65, 1],
    [0.6, 0.6, 0.0, 0.7, 0.6, 0.0, 0.7, 0.7, 0.0, 0.6, 0.7, 0.0, 0.65, 0.65, 0.55, 1],
    [0.0, 0.3, 0.0, 0.3, 0.0, 0.0, 0.3, 0.3, 0.0, 0.0, 0.6, 0.0, 0.15, 0.3, 0.7, 1],
    [0.1, 0.1, 0.0, 0.2, 0.1, 0.0, 0.2, 0.2, 0.0, 0.1, 0.2, 0.0, 0.15, 0.15, 0.85, 1],
    [0.5, 0.5, 0.0, 0.6, 0.5, 0.0, 0.6, 0.6, 0.0, 0.5, 0.6, 0.0, 0.55, 0.55, 0.7, 1],
    [0.7, 0.2, 0.0, 0.8, 0.2, 0.0, 0.8, 0.3, 0.0, 0.7, 0.3, 0.0, 0.75, 0.25, 0.6, 1],
    [0.2, 0.7, 0.0, 0.3, 0.7, 0.0, 0.3, 0.8, 0.0, 0.2, 0.8, 0.0, 0.25, 0.75, 0.5, 1],
    [0.4, 0.1, 0.0, 0.6, 0.1, 0.0, 0.6, 0.4, 0.0, 0.4, 0.4, 0.0, 0.5, 0.25, 0.6, 1],
    [0.1, 0.4, 0.0, 0.4, 0.1, 0.0, 0.4, 0.4, 0.0, 0.1, 0.7, 0.0, 0.25, 0.4, 0.7, 1],
    [0.2, 0.2, 0.0, 0.4, 0.2, 0.0, 0.4, 0.4, 0.0, 0.2, 0.4, 0.0, 0.3, 0.3, 0.8, 1],
    [0.3, 0.3, 0.0, 0.5, 0.3, 0.0, 0.5, 0.6, 0.0, 0.3, 0.6, 0.0, 0.4, 0.45, 0.7, 1],
    [0.6, 0.4, 0.0, 0.8, 0.4, 0.0, 0.8, 0.7, 0.0, 0.6, 0.7, 0.0, 0.7, 0.55, 0.6, 1],
    [0.1, 0.5, 0.0, 0.3, 0.5, 0.0, 0.3, 0.7, 0.0, 0.1, 0.7, 0.0, 0.2, 0.6, 0.7, 1],
    [0.4, 0.2, 0.0, 0.6, 0.2, 0.0, 0.6, 0.5, 0.0, 0.4, 0.5, 0.0, 0.5, 0.35, 0.6, 1],
    [0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.25, 0.25, 0.8, 1],
    [0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.75, 0.25, 0.7, 1],
    [0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0, 1.0, 0.0, 0.25, 0.75, 0.6, 1],
    [0.2, 0.0, 0.0, 0.4, 0.0, 0.0, 0.4, 0.2, 0.0, 0.2, 0.2, 0.0, 0.3, 0.1, 0.7, 1],
    [0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.2, 0.4, 0.0, 0.0, 0.4, 0.0, 0.1, 0.2, 0.7, 1],
    [0.3, 0.1, 0.0, 0.5, 0.1, 0.0, 0.5, 0.3, 0.0, 0.3, 0.3, 0.0, 0.4, 0.2, 0.6, 1],
    [0.1, 0.3, 0.0, 0.3, 0.1, 0.0, 0.3, 0.5, 0.0, 0.1, 0.5, 0.0, 0.2, 0.3, 0.7, 1],
    [0.4, 0.4, 0.0, 0.6, 0.4, 0.0, 0.6, 0.6, 0.0, 0.4, 0.6, 0.0, 0.5, 0.5, 0.6, 1],
    [0.2, 0.2, 0.0, 0.4, 0.2, 0.0, 0.4, 0.4, 0.0, 0.2, 0.4, 0.0, 0.3, 0.3, 0.7, 1],
    [0.6, 0.6, 0.0, 0.8, 0.6, 0.0, 0.8, 0.8, 0.0, 0.6, 0.8, 0.0, 0.7, 0.7, 0.5, 1],
    [0.1, 0.1, 0.0, 0.3, 0.1, 0.0, 0.3, 0.3, 0.0, 0.1, 0.3, 0.0, 0.2, 0.2, 0.8, 1],
    [0.4, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6, 0.4, 0.0, 0.4, 0.4, 0.0, 0.5, 0.2, 0.6, 1],
    [0.0, 0.4, 0.0, 0.4, 0.0, 0.0, 0.4, 0.8, 0.0, 0.0, 0.8, 0.0, 0.2, 0.4, 0.7, 1],
    [0.3, 0.3, 0.0, 0.6, 0.3, 0.0, 0.6, 0.6, 0.0, 0.3, 0.6, 0.0, 0.45, 0.45, 0.6, 1],
    [0.2, 0.1, 0.0, 0.4, 0.1, 0.0, 0.4, 0.3, 0.0, 0.2, 0.3, 0.0, 0.3, 0.2, 0.8, 1],
    [0.1, 0.2, 0.0, 0.3, 0.2, 0.0, 0.3, 0.4, 0.0, 0.1, 0.4, 0.0, 0.2, 0.3, 0.7, 1],
    [0.5, 0.2, 0.0, 0.7, 0.2, 0.0, 0.7, 0.5, 0.0, 0.5, 0.5, 0.0, 0.6, 0.35, 0.6, 1],
    [0.2, 0.5, 0.0, 0.5, 0.2, 0.0, 0.5, 0.8, 0.0, 0.2, 0.8, 0.0, 0.35, 0.5, 0.7, 1],
    [0.3, 0.4, 0.0, 0.7, 0.3, 0.0, 0.7, 0.8, 0.0, 0.3, 0.8, 0.0, 0.5, 0.55, 0.6, 1],
    [0.4, 0.6, 0.0, 0.8, 0.5, 0.0, 0.8, 0.9, 0.0, 0.4, 0.9, 0.0, 0.6, 0.7, 0.5, 1],
    [0.1, 0.6, 0.0, 0.4, 0.4, 0.0, 0.4, 0.9, 0.0, 0.1, 0.9, 0.0, 0.25, 0.7, 0.6, 1],
    [0.5, 0.5, 0.0, 0.8, 0.4, 0.0, 0.8, 0.8, 0.0, 0.5, 0.8, 0.0, 0.65, 0.6, 0.5, 1],
    [0.2, 0.3, 0.0, 0.5, 0.2, 0.0, 0.5, 0.6, 0.0, 0.2, 0.6, 0.0, 0.35, 0.4, 0.6, 1],
    [0.3, 0.1, 0.0, 0.6, 0.1, 0.0, 0.6, 0.4, 0.0, 0.3, 0.4, 0.0, 0.45, 0.25, 0.7, 1],
    [0.4, 0.4, 0.0, 0.7, 0.3, 0.0, 0.7, 0.7, 0.0, 0.4, 0.7, 0.0, 0.55, 0.5, 0.6, 1]
]






Pyramiden(1) und Andere Objekte(0):

[
    [0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.500, 0.500, 0.900, 1],
    [0.100, 0.100, 0.000, 0.900, 0.100, 0.000, 0.900, 0.900, 0.000, 0.100, 0.900, 0.000, 0.500, 0.500, 0.800, 1],
    [0.200, 0.200, 0.000, 0.800, 0.200, 0.000, 0.800, 0.800, 0.000, 0.200, 0.800, 0.000, 0.500, 0.500, 0.700, 1],
    [0.000, 0.000, 0.000, 0.600, 0.000, 0.000, 0.600, 0.600, 0.000, 0.000, 0.600, 0.000, 0.300, 0.300, 0.600, 1],
    [0.400, 0.400, 0.000, 0.600, 0.400, 0.000, 0.600, 0.600, 0.000, 0.400, 0.600, 0.000, 0.500, 0.500, 0.500, 1],
    [0.100, 0.100, 0.000, 0.300, 0.100, 0.000, 0.300, 0.300, 0.000, 0.100, 0.300, 0.000, 0.200, 0.200, 0.900, 1],
    [0.700, 0.700, 0.000, 0.900, 0.700, 0.000, 0.900, 0.900, 0.000, 0.700, 0.900, 0.000, 0.800, 0.800, 0.800, 1],
    [0.000, 0.200, 0.000, 0.200, 0.000, 0.000, 0.200, 0.200, 0.000, 0.000, 0.400, 0.000, 0.100, 0.200, 0.700, 1],
    [0.300, 0.000, 0.000, 0.500, 0.000, 0.000, 0.500, 0.300, 0.000, 0.300, 0.300, 0.000, 0.400, 0.150, 0.600, 1],
    [0.000, 0.100, 0.000, 0.100, 0.000, 0.000, 0.100, 0.100, 0.000, 0.000, 0.200, 0.000, 0.050, 0.100, 0.800, 1],
    [0.200, 0.200, 0.000, 0.300, 0.200, 0.000, 0.300, 0.300, 0.000, 0.200, 0.300, 0.000, 0.250, 0.250, 0.750, 1],
    [0.400, 0.400, 0.000, 0.500, 0.400, 0.000, 0.500, 0.500, 0.000, 0.400, 0.500, 0.000, 0.450, 0.450, 0.650, 1],
    [0.600, 0.600, 0.000, 0.700, 0.600, 0.000, 0.700, 0.700, 0.000, 0.600, 0.700, 0.000, 0.650, 0.650, 0.550, 1],
    [0.000, 0.300, 0.000, 0.300, 0.000, 0.000, 0.300, 0.300, 0.000, 0.000, 0.600, 0.000, 0.150, 0.300, 0.700, 1],
    [0.100, 0.100, 0.000, 0.200, 0.100, 0.000, 0.200, 0.200, 0.000, 0.100, 0.200, 0.000, 0.150, 0.150, 0.850, 1],
    [0.500, 0.500, 0.000, 0.600, 0.500, 0.000, 0.600, 0.600, 0.000, 0.500, 0.600, 0.000, 0.550, 0.550, 0.700, 1],
    [0.700, 0.200, 0.000, 0.800, 0.200, 0.000, 0.800, 0.300, 0.000, 0.700, 0.300, 0.000, 0.750, 0.250, 0.600, 1],
    [0.200, 0.700, 0.000, 0.300, 0.700, 0.000, 0.300, 0.800, 0.000, 0.200, 0.800, 0.000, 0.250, 0.750, 0.500, 1],
    [0.400, 0.100, 0.000, 0.600, 0.100, 0.000, 0.600, 0.400, 0.000, 0.400, 0.400, 0.000, 0.500, 0.250, 0.600, 1],
    [0.100, 0.400, 0.000, 0.400, 0.100, 0.000, 0.400, 0.400, 0.000, 0.100, 0.700, 0.000, 0.250, 0.400, 0.700, 1],
    [0.200, 0.200, 0.000, 0.400, 0.200, 0.000, 0.400, 0.400, 0.000, 0.200, 0.400, 0.000, 0.300, 0.300, 0.800, 1],
    [0.300, 0.300, 0.000, 0.500, 0.300, 0.000, 0.500, 0.600, 0.000, 0.300, 0.600, 0.000, 0.400, 0.450, 0.700, 1],
    [0.600, 0.400, 0.000, 0.800, 0.400, 0.000, 0.800, 0.700, 0.000, 0.600, 0.700, 0.000, 0.700, 0.550, 0.600, 1],
    [0.100, 0.500, 0.000, 0.300, 0.500, 0.000, 0.300, 0.700, 0.000, 0.100, 0.700, 0.000, 0.200, 0.600, 0.700, 1],
    [0.400, 0.200, 0.000, 0.600, 0.200, 0.000, 0.600, 0.500, 0.000, 0.400, 0.500, 0.000, 0.500, 0.350, 0.600, 1],
    [0.000, 0.000, 0.000, 0.500, 0.000, 0.000, 0.500, 0.500, 0.000, 0.000, 0.500, 0.000, 0.250, 0.250, 0.800, 1],
    [0.500, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.500, 0.000, 0.500, 0.500, 0.000, 0.750, 0.250, 0.700, 1],
    [0.000, 0.500, 0.000, 0.500, 0.500, 0.000, 0.500, 1.000, 0.000, 0.000, 1.000, 0.000, 0.250, 0.750, 0.600, 1],
    [0.200, 0.000, 0.000, 0.400, 0.000, 0.000, 0.400, 0.200, 0.000, 0.200, 0.200, 0.000, 0.300, 0.100, 0.700, 1],
    [0.000, 0.200, 0.000, 0.200, 0.000, 0.000, 0.200, 0.400, 0.000, 0.000, 0.400, 0.000, 0.100, 0.200, 0.700, 1],
    [0.300, 0.100, 0.000, 0.500, 0.100, 0.000, 0.500, 0.300, 0.000, 0.300, 0.300, 0.000, 0.400, 0.200, 0.600, 1],
    [0.100, 0.300, 0.000, 0.300, 0.100, 0.000, 0.300, 0.500, 0.000, 0.100, 0.500, 0.000, 0.200, 0.300, 0.700, 1],
    [0.400, 0.400, 0.000, 0.600, 0.400, 0.000, 0.600, 0.600, 0.000, 0.400, 0.600, 0.000, 0.500, 0.500, 0.600, 1],
    [0.200, 0.200, 0.000, 0.400, 0.200, 0.000, 0.400, 0.400, 0.000, 0.200, 0.400, 0.000, 0.300, 0.300, 0.700, 1],
    [0.600, 0.600, 0.000, 0.800, 0.600, 0.000, 0.800, 0.800, 0.000, 0.600, 0.800, 0.000, 0.700, 0.700, 0.500, 1],
    [0.100, 0.100, 0.000, 0.300, 0.100, 0.000, 0.300, 0.300, 0.000, 0.100, 0.300, 0.000, 0.200, 0.200, 0.800, 1],
    [0.400, 0.000, 0.000, 0.600, 0.000, 0.000, 0.600, 0.400, 0.000, 0.400, 0.400, 0.000, 0.500, 0.200, 0.600, 1],
    [0.000, 0.400, 0.000, 0.400, 0.000, 0.000, 0.400, 0.800, 0.000, 0.000, 0.800, 0.000, 0.200, 0.400, 0.700, 1],
    [0.300, 0.300, 0.000, 0.600, 0.300, 0.000, 0.600, 0.600, 0.000, 0.300, 0.600, 0.000, 0.450, 0.450, 0.600, 1],
    [0.200, 0.100, 0.000, 0.400, 0.100, 0.000, 0.400, 0.300, 0.000, 0.200, 0.300, 0.000, 0.300, 0.200, 0.800, 1],
    [0.100, 0.200, 0.000, 0.300, 0.200, 0.000, 0.300, 0.400, 0.000, 0.100, 0.400, 0.000, 0.200, 0.300, 0.700, 1],
    [0.500, 0.200, 0.000, 0.700, 0.200, 0.000, 0.700, 0.500, 0.000, 0.500, 0.500, 0.000, 0.600, 0.350, 0.600, 1],
    [0.200, 0.500, 0.000, 0.500, 0.200, 0.000, 0.500, 0.800, 0.000, 0.200, 0.800, 0.000, 0.350, 0.500, 0.700, 1],
    [0.300, 0.400, 0.000, 0.700, 0.300, 0.000, 0.700, 0.800, 0.000, 0.300, 0.800, 0.000, 0.500, 0.550, 0.600, 1],
    [0.400, 0.600, 0.000, 0.800, 0.500, 0.000, 0.800, 0.900, 0.000, 0.400, 0.900, 0.000, 0.600, 0.700, 0.500, 1],
    [0.100, 0.600, 0.000, 0.400, 0.400, 0.000, 0.400, 0.900, 0.000, 0.100, 0.900, 0.000, 0.250, 0.700, 0.600, 1],
    [0.500, 0.500, 0.000, 0.800, 0.400, 0.000, 0.800, 0.800, 0.000, 0.500, 0.800, 0.000, 0.650, 0.600, 0.500, 1],
    [0.200, 0.300, 0.000, 0.500, 0.200, 0.000, 0.500, 0.600, 0.000, 0.200, 0.600, 0.000, 0.350, 0.400, 0.600, 1],
    [0.300, 0.100, 0.000, 0.600, 0.100, 0.000, 0.600, 0.400, 0.000, 0.300, 0.400, 0.000, 0.450, 0.250, 0.700, 1],
    [0.400, 0.400, 0.000, 0.700, 0.300, 0.000, 0.700, 0.700, 0.000, 0.400, 0.700, 0.000, 0.550, 0.500, 0.600, 1],
    [0.010, 0.010, 0.010, 0.300, 0.010, 0.010, 0.300, 0.300, 0.010, 0.010, 0.300, 0.010, 0.150, 0.150, 0.500, 0],
